450, 60, 23.98, 12.00
193, 91, 42.37, 12.97
450, 136, 36.16, 8.40
738, 81, 10.52, 11.59
584, 89, 36.98, 5.32
860, 123, 91.81, 7.43
681, 22, 59.40, 1.65
315, 142, 71.66, 1.49
511, 7, 10.01, 6.18
585, 149, 83.95, 3.09
259, 34, 19.10, 10.57
629, 140, 89.61, 4.34
258, 54, 59.59, 5.60
821, 9, 68.96, 3.04
15, 108, 17.40, 14.83
489, 31, 15.97, 4.41
250, 78, 65.61, 12.09
844, 14, 81.45, 7.17
652, 123, 79.23, 2.23
382, 80, 30.56, 0.62
978, 34, 86.31, 9.34
78, 95, 32.99, 12.31
358, 106, 48.58, 6.78
629, 92, 34.67, 12.92
786, 137, 69.26, 0.07
90, 132, 20.67, 9.14
883, 43, 46.84, 1.51
115, 117, 72.75, 7.20
336, 60, 52.96, 11.12
928, 126, 43.41, 14.05
745, 33, 3.18, 11.61
372, 107, 70.11, 2.39
547, 109, 19.36, 9.06
808, 51, 46.27, 4.41
712, 136, 38.97, 10.01
955, 143, 38.69, 0.75
41, 26, 62.58, 7.21
683, 137, 40.00, 1.92
749, 45, 53.09, 10.79
672, 113, 27.33, 14.45
155, 55, 56.55, 14.54
480, 43, 29.52, 14.74
382, 14, 66.02, 0.74
984, 90, 78.68, 9.68
86, 46, 53.14, 9.42
402, 120, 9.43, 10.23
518, 30, 53.31, 9.11
794, 34, 1.79, 8.10
81, 48, 94.31, 5.02
38, 139, 34.44, 10.80
934, 35, 5.98, 5.92
362, 26, 41.14, 10.47
884, 88, 63.03, 11.18
381, 37, 75.38, 14.74
978, 30, 77.27, 1.87
579, 32, 52.52, 10.15
416, 84, 48.38, 13.63
788, 149, 59.52, 7.39
478, 10, 23.16, 7.97
879, 69, 33.82, 10.64
447, 5, 78.96, 12.44
541, 20, 66.18, 5.11
297, 141, 31.20, 10.25
91, 108, 23.69, 9.80
792, 1, 90.42, 11.30
570, 134, 37.62, 3.19
605, 6, 9.16, 6.31
168, 139, 48.95, 4.01
177, 7, 64.40, 4.44
378, 43, 64.30, 3.03
658, 120, 20.13, 10.15
689, 71, 40.76, 8.67
701, 101, 74.21, 5.33
56, 83, 36.86, 7.05
994, 59, 36.55, 2.60
112, 6, 51.33, 9.20
493, 79, 45.24, 6.47
147, 28, 56.20, 6.92
988, 35, 14.46, 11.78
597, 45, 54.32, 7.29
723, 126, 69.32, 8.82
654, 130, 77.19, 1.86
31, 103, 42.01, 11.87
929, 9, 21.80, 0.70
783, 43, 11.47, 8.01
122, 41, 12.14, 9.54
310, 82, 88.05, 3.45
10, 70, 80.97, 11.08
82, 58, 27.32, 3.09
4, 81, 0.84, 5.17
808, 131, 96.49, 14.38
122, 67, 35.61, 12.88
367, 121, 85.40, 5.98
550, 20, 33.60, 10.66
547, 134, 6.40, 10.53
269, 67, 62.79, 7.41
552, 3, 16.18, 6.47
541, 67, 30.08, 0.40
751, 40, 0.30, 4.23
403, 75, 83.22, 13.73
900, 76, 50.53, 3.83
389, 90, 17.49, 2.57
642, 113, 83.66, 8.41
243, 71, 32.78, 3.53
74, 80, 3.67, 14.98
463, 148, 47.48, 7.19
867, 79, 50.60, 10.50
162, 67, 15.25, 6.46
727, 34, 96.96, 11.22
191, 106, 10.65, 13.90
910, 112, 88.45, 12.58
835, 138, 83.72, 14.12
491, 57, 29.21, 5.27
453, 87, 63.69, 6.14
51, 27, 87.07, 9.53
485, 30, 5.53, 11.71
830, 135, 27.79, 10.33
805, 34, 42.50, 3.48
893, 22, 79.51, 14.35
900, 29, 84.33, 3.15
342, 147, 48.78, 12.50
593, 62, 58.83, 0.05
385, 73, 79.43, 6.35
453, 83, 83.63, 7.36
646, 80, 58.75, 14.76
392, 13, 77.44, 6.46
439, 86, 71.55, 6.37
843, 82, 8.22, 4.13
742, 6, 36.90, 5.35
579, 81, 71.05, 1.49
875, 97, 21.93, 3.51
831, 107, 92.86, 14.38
302, 12, 75.32, 1.11
334, 27, 49.33, 10.83
855, 71, 90.73, 11.58
125, 85, 44.00, 7.46
688, 39, 47.31, 2.47
500, 95, 52.74, 11.51
445, 134, 31.51, 6.29
835, 3, 95.86, 3.88
865, 119, 28.17, 13.77
868, 26, 23.87, 5.18
263, 124, 83.77, 7.60
360, 99, 68.80, 12.22
242, 16, 36.75, 8.54
234, 54, 58.98, 10.29
848, 17, 47.17, 8.79
179, 80, 76.30, 4.22
953, 98, 68.63, 9.01
296, 23, 25.64, 1.89
725, 12, 15.92, 10.23
744, 67, 27.54, 3.40
583, 94, 59.80, 8.46
481, 56, 71.06, 5.41
258, 142, 46.10, 1.70
672, 111, 21.69, 3.05
341, 118, 42.08, 3.96
797, 22, 45.63, 11.13
718, 60, 36.35, 3.00
476, 57, 73.92, 12.30
263, 127, 0.98, 12.89
98, 4, 7.70, 11.21
169, 4, 13.18, 2.69
430, 105, 65.45, 9.14
514, 131, 27.49, 7.73
71, 111, 55.94, 13.76
418, 132, 40.52, 8.91
323, 53, 48.47, 4.73
113, 83, 79.17, 4.58
361, 41, 59.01, 14.83
430, 120, 69.21, 0.62
488, 59, 99.47, 2.47
501, 90, 22.21, 3.85
665, 74, 66.27, 9.05
961, 39, 95.97, 0.85
261, 40, 86.39, 4.78
596, 66, 68.41, 10.05
550, 123, 25.87, 13.88
738, 72, 93.20, 10.39
198, 117, 3.32, 3.53
546, 144, 57.83, 1.33
640, 21, 16.12, 9.62
49, 55, 77.01, 4.17
620, 141, 41.73, 7.55
761, 62, 38.33, 14.48
665, 83, 67.36, 9.07
879, 8, 23.05, 7.55
369, 45, 24.08, 3.86
413, 99, 46.24, 12.57
568, 65, 24.43, 9.05
987, 10, 43.42, 8.84
884, 125, 42.25, 9.11
983, 39, 50.13, 12.07
674, 107, 23.53, 7.30
910, 150, 75.66, 2.00
61, 132, 47.91, 13.71
330, 88, 81.49, 0.33
524, 44, 48.12, 14.15
312, 43, 13.54, 0.88
35, 67, 40.96, 12.16
386, 63, 38.23, 14.38
994, 63, 62.25, 14.93
621, 33, 19.29, 10.08
894, 124, 79.07, 10.35
593, 18, 79.24, 1.14
434, 79, 95.66, 6.10
968, 62, 21.23, 9.90
602, 30, 35.87, 5.06
316, 129, 72.72, 12.60
247, 121, 5.86, 11.03
875, 122, 71.24, 8.18
221, 118, 30.57, 2.19
44, 16, 77.03, 9.26
618, 75, 71.39, 7.43
653, 46, 1.14, 7.42
422, 69, 81.29, 9.32
241, 54, 89.91, 14.88
772, 120, 25.91, 2.47
292, 140, 6.68, 8.11
945, 137, 83.92, 10.95
91, 118, 82.35, 4.37
788, 100, 6.54, 0.44
349, 51, 45.55, 5.67
303, 142, 3.20, 0.32
694, 64, 58.67, 13.38
1000, 67, 80.24, 9.84
369, 67, 96.56, 13.24
640, 6, 71.70, 9.75
131, 26, 49.79, 5.51
779, 136, 68.50, 12.06
34, 8, 91.91, 8.48
405, 47, 17.12, 6.21
842, 12, 96.11, 8.13
458, 112, 87.04, 1.28
548, 51, 88.13, 3.33
238, 71, 26.35, 10.98
22, 141, 98.28, 11.88
505, 57, 9.25, 4.46
702, 88, 64.20, 7.50
497, 40, 15.21, 8.81
664, 135, 67.10, 2.51
614, 137, 63.75, 6.19
369, 1, 21.98, 3.57
677, 39, 52.82, 9.54
602, 130, 19.97, 1.62
916, 74, 52.32, 12.64
20, 51, 55.79, 5.52
735, 121, 7.75, 10.67
469, 107, 72.33, 5.89
159, 147, 0.14, 2.43
665, 130, 62.59, 9.15
526, 124, 19.97, 12.87
26, 78, 11.66, 12.27
623, 128, 18.08, 9.48
170, 69, 83.30, 0.73
527, 91, 49.89, 14.10
378, 60, 50.20, 13.39
708, 73, 8.08, 12.01
754, 130, 93.68, 10.43
937, 139, 35.69, 0.21
250, 104, 95.16, 3.76
928, 61, 30.46, 0.60
224, 36, 32.83, 5.11
167, 128, 84.77, 12.34
723, 77, 68.00, 5.50
585, 22, 0.50, 4.41
156, 99, 70.34, 10.49
616, 41, 94.08, 13.11
607, 84, 60.54, 2.06
434, 145, 41.84, 6.14
637, 118, 36.32, 9.67
815, 128, 5.77, 8.92
825, 3, 46.14, 4.86
983, 89, 77.29, 6.78
847, 51, 78.69, 8.17
856, 85, 35.10, 9.51
692, 45, 82.94, 1.95
696, 33, 39.13, 4.46
928, 115, 58.63, 14.22
248, 121, 98.82, 1.99
376, 73, 53.54, 8.58
8, 13, 45.65, 8.66
104, 12, 0.04, 5.36
119, 55, 78.78, 1.81
746, 9, 79.35, 6.81
853, 84, 5.48, 2.94
71, 131, 62.68, 12.75
518, 28, 65.29, 10.21
248, 68, 51.36, 12.33
645, 65, 19.51, 1.72
358, 24, 93.80, 12.60
323, 112, 7.49, 0.98
937, 124, 68.97, 10.85
258, 145, 53.10, 8.29
453, 18, 0.31, 7.34
364, 114, 27.45, 6.96
944, 69, 81.05, 0.45
966, 148, 28.77, 13.41
734, 141, 68.44, 7.06
689, 9, 77.22, 13.81
850, 93, 96.30, 8.84
470, 34, 8.67, 9.57
175, 127, 47.29, 11.07
325, 94, 52.54, 2.48
66, 70, 3.46, 6.54
125, 82, 23.22, 13.19
636, 118, 63.20, 11.23
355, 10, 27.97, 6.01
296, 137, 97.82, 12.35
470, 19, 18.84, 14.16
365, 108, 5.22, 1.35
110, 119, 10.12, 6.49
28, 107, 67.18, 10.60
918, 9, 87.14, 1.15
196, 69, 54.84, 4.76
10, 126, 56.05, 8.81
486, 141, 84.57, 0.39
973, 47, 39.12, 10.75
23, 35, 80.71, 8.30
995, 106, 31.86, 11.30
208, 33, 60.70, 7.01
81, 11, 50.38, 11.55
357, 15, 4.39, 9.71
267, 80, 87.50, 5.64
916, 140, 80.88, 1.52
328, 100, 14.54, 9.05
739, 95, 50.07, 12.11
287, 114, 1.58, 7.12
682, 6, 28.34, 9.57
192, 60, 60.24, 3.76
990, 75, 82.24, 7.27
514, 71, 71.80, 8.10
236, 3, 83.83, 14.05
877, 79, 37.09, 4.50
896, 91, 85.08, 4.52
497, 16, 64.56, 10.46
120, 85, 76.14, 0.42
729, 62, 58.84, 0.25
669, 126, 57.70, 14.42
961, 146, 60.64, 10.29
645, 135, 17.43, 14.47
25, 70, 60.36, 1.51
622, 146, 93.36, 9.24
744, 122, 24.75, 0.63
478, 142, 81.87, 14.24
350, 59, 73.89, 11.55
913, 41, 63.17, 6.30
490, 147, 0.72, 7.02
814, 58, 39.25, 13.72
990, 29, 43.59, 5.83
920, 101, 80.12, 5.19
711, 115, 59.93, 7.51
537, 133, 71.90, 14.25
897, 126, 39.86, 8.28
632, 80, 97.06, 8.14
292, 79, 7.47, 2.22
177, 1, 89.19, 1.60
538, 100, 56.81, 0.24
341, 10, 13.25, 0.68
69, 46, 28.80, 8.63
232, 104, 12.71, 0.89
893, 123, 72.97, 2.49
878, 92, 59.29, 8.26
862, 148, 76.55, 9.66
251, 26, 32.80, 3.26
91, 109, 13.51, 0.73
238, 117, 32.47, 2.93
76, 148, 24.32, 3.74
684, 148, 67.37, 13.81
123, 25, 97.34, 14.65
421, 98, 52.39, 6.53
662, 2, 99.16, 0.24
65, 11, 92.19, 13.62
819, 102, 76.03, 4.29
449, 128, 62.66, 2.51
643, 2, 8.57, 12.53
27, 57, 74.11, 1.36
70, 83, 40.71, 8.93
542, 114, 27.91, 12.16
700, 89, 9.58, 9.20
144, 9, 38.95, 0.87
985, 14, 69.61, 8.32
383, 50, 87.71, 9.29
295, 101, 65.13, 8.49
678, 108, 3.00, 2.37
388, 41, 71.77, 6.54
33, 136, 20.91, 4.14
382, 127, 64.96, 8.39
989, 136, 53.51, 10.72
246, 38, 24.68, 10.61
963, 102, 30.12, 10.78
797, 27, 30.29, 7.82
326, 38, 43.55, 2.53
725, 71, 58.97, 11.67
350, 134, 55.70, 3.99
126, 118, 18.92, 4.29
186, 87, 82.19, 1.33
862, 14, 1.60, 11.95
154, 63, 13.35, 4.80
717, 43, 88.63, 14.56
43, 48, 52.43, 9.42
274, 145, 42.69, 4.85
610, 4, 46.73, 7.26
114, 13, 92.94, 10.52
820, 108, 30.72, 4.98
890, 77, 94.64, 1.13
71, 127, 37.41, 8.70
762, 62, 63.66, 13.66
851, 125, 46.43, 14.64
730, 118, 70.32, 3.58
324, 117, 19.94, 13.94
910, 3, 82.83, 1.82
186, 93, 22.57, 7.48
636, 44, 51.02, 1.12
541, 133, 81.77, 5.09
372, 98, 23.97, 12.87
241, 7, 20.78, 0.23
964, 84, 64.89, 12.97
714, 136, 66.02, 6.26
614, 103, 57.65, 4.53
270, 111, 98.07, 14.75
683, 86, 48.98, 0.36
533, 51, 77.29, 0.02
609, 36, 72.72, 6.97
932, 69, 73.55, 6.08
787, 57, 66.82, 1.50
936, 142, 3.18, 10.54
518, 41, 89.96, 12.97
831, 95, 71.20, 0.94
291, 20, 11.07, 4.23
393, 29, 87.31, 1.68
439, 5, 46.03, 5.99
42, 123, 13.64, 5.84
852, 9, 64.71, 14.30
101, 132, 48.22, 14.49
751, 15, 9.27, 1.37
576, 92, 62.44, 5.07
201, 73, 81.98, 0.68
431, 134, 19.22, 13.21
301, 79, 0.63, 9.27
524, 25, 21.33, 11.39
121, 107, 59.98, 11.06
271, 16, 14.37, 10.57
778, 10, 33.21, 14.22
136, 17, 34.19, 12.49
316, 61, 30.87, 10.86
220, 126, 23.54, 13.72
86, 64, 38.83, 2.57
102, 91, 5.86, 13.64
875, 79, 61.42, 2.74
732, 47, 13.65, 4.31
981, 83, 95.60, 8.75
307, 140, 53.85, 0.08
658, 61, 37.36, 0.71
474, 22, 41.22, 2.01
207, 114, 64.40, 4.76
359, 138, 73.25, 7.71
208, 56, 87.98, 13.30
316, 131, 13.02, 2.32
541, 25, 77.96, 4.59
396, 64, 37.17, 9.27
628, 34, 59.24, 7.03
468, 43, 36.32, 4.10
787, 139, 73.78, 9.42
66, 111, 31.04, 3.97
353, 31, 27.38, 12.99
332, 52, 16.73, 7.99
978, 149, 19.29, 7.46
784, 71, 46.84, 14.52
634, 92, 81.21, 12.06
630, 132, 38.06, 10.27
9, 52, 30.04, 1.67
783, 8, 55.12, 5.33
229, 123, 40.41, 0.17
456, 133, 26.12, 12.97
489, 148, 40.51, 9.24
21, 62, 26.32, 5.21
449, 99, 7.60, 6.29
804, 114, 51.02, 3.96
804, 77, 96.46, 0.31
822, 53, 59.71, 6.50
640, 122, 49.66, 1.36
279, 99, 70.69, 14.54
232, 93, 54.70, 14.87
977, 1, 99.26, 6.43
369, 35, 62.41, 12.81
191, 72, 50.53, 1.27
146, 21, 85.72, 6.86
649, 75, 1.82, 5.21
27, 27, 34.30, 13.12
591, 41, 52.25, 2.56
354, 60, 29.89, 11.47
66, 79, 48.82, 1.77
566, 33, 62.22, 2.46
298, 25, 98.70, 2.71
983, 38, 34.00, 1.25
644, 95, 33.82, 5.71
259, 97, 54.24, 9.58
920, 108, 37.92, 5.94
222, 34, 65.31, 8.42
988, 94, 18.96, 14.00
333, 144, 79.41, 1.95
385, 14, 94.52, 5.67
457, 12, 29.77, 9.19
839, 58, 62.50, 5.21
382, 68, 2.01, 14.02
493, 88, 13.09, 7.24
301, 32, 97.30, 11.17
186, 34, 45.11, 13.83
999, 60, 67.71, 11.36
548, 33, 9.95, 5.34
965, 2, 54.00, 0.93
337, 119, 38.46, 6.83
503, 141, 42.21, 2.70
839, 131, 15.88, 12.61
341, 89, 22.90, 1.92
585, 33, 68.17, 7.25
458, 127, 19.12, 2.23
396, 13, 75.79, 1.57
619, 39, 48.52, 3.10
299, 28, 25.08, 10.88
790, 66, 40.60, 4.17
696, 11, 88.75, 0.77
600, 128, 65.88, 12.22
761, 72, 7.07, 11.57
622, 68, 0.41, 10.06
389, 139, 57.63, 5.03
124, 2, 27.86, 3.44
707, 112, 30.85, 6.68
758, 65, 58.40, 2.13
382, 56, 55.88, 8.27
406, 47, 84.73, 7.40
587, 83, 43.53, 2.65
269, 12, 64.71, 13.19
926, 7, 66.91, 7.40
375, 23, 3.28, 8.26
433, 83, 41.27, 0.75
298, 86, 75.75, 2.79
853, 115, 21.54, 4.59
486, 19, 50.28, 13.99
670, 135, 35.15, 2.47
298, 69, 47.34, 0.42
479, 57, 34.75, 2.17
807, 90, 97.90, 2.02
890, 55, 0.80, 10.22
111, 14, 76.15, 4.54
900, 6, 42.94, 10.86
678, 54, 75.79, 9.92
397, 26, 64.69, 13.20
106, 43, 41.30, 5.87
438, 18, 56.88, 10.98
591, 8, 22.17, 12.71
943, 46, 27.18, 4.27
292, 122, 61.45, 0.49
193, 123, 32.65, 1.60
395, 83, 48.88, 6.34
188, 46, 93.59, 3.00
805, 109, 51.79, 14.12
374, 143, 76.28, 0.17
294, 53, 98.86, 7.40
594, 65, 71.51, 10.14
690, 6, 64.07, 7.04
811, 37, 96.58, 9.62
920, 68, 9.56, 8.98
314, 74, 27.48, 1.23
581, 29, 99.48, 11.66
626, 45, 91.68, 9.31
201, 60, 6.80, 5.13
220, 31, 95.27, 7.88
658, 23, 16.41, 14.26
401, 123, 67.75, 4.82
388, 96, 70.69, 5.54
447, 83, 3.17, 7.56
125, 7, 53.97, 10.04
884, 141, 74.86, 9.41
960, 80, 80.53, 11.49
570, 16, 96.84, 8.67
111, 145, 19.61, 12.07
212, 21, 25.26, 13.11
397, 35, 30.01, 13.18
323, 74, 81.76, 9.89
234, 5, 14.28, 5.68
691, 45, 89.38, 14.45
295, 44, 39.10, 6.84
521, 138, 9.55, 5.52
669, 78, 93.92, 7.99
722, 14, 38.99, 5.72
733, 122, 45.89, 9.88
389, 149, 58.64, 12.41
930, 34, 20.92, 6.38
920, 146, 3.49, 14.80
925, 100, 3.76, 3.91
230, 78, 23.68, 12.93
495, 131, 56.20, 9.82
696, 86, 24.35, 4.30
140, 32, 90.96, 13.81
862, 41, 21.39, 9.16
127, 53, 38.56, 0.71
824, 135, 42.05, 3.10
131, 28, 40.95, 0.63
751, 27, 10.32, 5.81
178, 72, 97.41, 6.18
236, 109, 63.16, 7.04
4, 26, 64.27, 8.87
90, 5, 66.03, 6.91
293, 6, 3.28, 5.68
411, 81, 10.20, 8.02
742, 66, 10.45, 12.38
977, 86, 53.74, 6.79
717, 57, 77.33, 1.20
86, 30, 63.34, 6.12
79, 71, 71.97, 8.92
189, 89, 53.65, 5.69
653, 29, 2.68, 10.15
978, 99, 4.05, 12.39
423, 24, 13.92, 1.25
700, 122, 47.15, 14.90
430, 65, 73.35, 6.26
518, 65, 36.04, 10.64
998, 135, 14.91, 1.98
770, 60, 66.04, 12.69
688, 51, 22.36, 2.82
639, 127, 85.87, 2.77
750, 136, 72.60, 7.22
8, 145, 28.86, 4.34
49, 44, 53.43, 12.88
245, 72, 16.76, 9.10
15, 45, 51.41, 6.19
628, 11, 74.42, 14.18
234, 121, 63.15, 0.08
796, 119, 11.86, 0.75
428, 82, 92.31, 5.53
160, 62, 39.71, 12.70
510, 2, 11.47, 7.31
101, 59, 51.61, 1.34
384, 42, 86.37, 0.03
790, 66, 19.28, 6.54
28, 45, 82.12, 13.79
292, 128, 34.09, 14.60
592, 124, 69.24, 11.34
729, 20, 22.89, 2.02
207, 136, 78.92, 13.79
840, 19, 22.59, 7.32
554, 142, 81.87, 2.28
499, 29, 37.38, 13.48
692, 12, 27.66, 5.51
572, 120, 82.13, 14.27
919, 121, 41.09, 9.63
794, 45, 21.60, 6.46
971, 141, 0.06, 1.33
443, 44, 7.28, 13.53
646, 107, 76.00, 12.12
494, 14, 84.64, 6.79
82, 8, 44.13, 0.65
35, 13, 3.88, 6.84
899, 136, 5.93, 8.68
208, 13, 92.43, 1.87
952, 11, 38.74, 10.35
50, 45, 24.47, 2.63
770, 15, 69.63, 5.05
887, 58, 88.52, 5.08
899, 1, 3.91, 1.16
139, 118, 47.16, 12.59
567, 124, 90.99, 14.69
218, 118, 61.43, 6.85
462, 91, 83.92, 7.10
843, 123, 15.63, 6.82
912, 84, 81.17, 2.72
411, 114, 27.64, 8.61
468, 33, 50.93, 12.01
649, 85, 68.49, 9.49
590, 48, 60.73, 2.07
782, 128, 11.22, 3.17
603, 133, 29.91, 4.86
555, 108, 69.99, 6.73
679, 55, 50.27, 10.67
17, 98, 62.01, 6.37
43, 52, 67.22, 12.57
553, 129, 64.41, 14.68
87, 5, 96.34, 5.82
221, 90, 94.54, 13.15
323, 67, 86.50, 7.82
28, 150, 51.85, 1.87
346, 4, 46.99, 11.85
289, 60, 94.74, 8.24
534, 132, 14.78, 11.02
285, 138, 14.44, 3.61
294, 65, 53.93, 14.88
730, 51, 33.47, 6.89
338, 126, 27.19, 0.70
290, 40, 97.97, 10.49
197, 58, 30.40, 12.84
688, 70, 31.61, 1.41
692, 89, 23.27, 3.00
27, 148, 92.98, 0.86
325, 54, 17.29, 10.33
617, 82, 55.79, 12.52
569, 61, 63.69, 13.06
785, 39, 94.04, 10.15
344, 131, 66.41, 9.51
83, 92, 85.32, 5.85
147, 27, 13.22, 7.76
180, 47, 94.21, 2.41
679, 21, 30.76, 3.44
845, 105, 45.14, 12.46
801, 93, 82.03, 5.72
535, 107, 1.13, 11.27
102, 4, 75.78, 10.51
25, 76, 50.69, 8.61
217, 39, 54.71, 0.59
761, 23, 4.82, 1.16
466, 12, 11.59, 4.23
394, 42, 83.11, 12.53
928, 62, 60.47, 12.93
266, 100, 29.06, 12.91
196, 30, 29.70, 14.22
780, 16, 50.41, 6.93
202, 59, 30.06, 10.26
610, 73, 91.43, 8.38
243, 59, 77.75, 3.12
23, 137, 71.19, 10.77
605, 127, 60.39, 5.00
322, 34, 24.05, 11.93
853, 77, 30.19, 0.15
884, 83, 13.03, 10.09
865, 122, 42.61, 11.65
475, 98, 61.21, 4.03
39, 82, 76.41, 3.84
274, 98, 83.34, 12.30
